tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,"preciptype_freezingrain,snow,ice",preciptype_rain,"preciptype_rain,freezingrain","preciptype_rain,freezingrain,ice","preciptype_rain,freezingrain,snow","preciptype_rain,freezingrain,snow,ice","preciptype_rain,snow","preciptype_rain,snow,ice",preciptype_snow,preciptype_unknown
-13.8,-11.6,-15.8,-26.0,-20.2,-21.2,44.8,0.0,0,0.0,0.0,0.2,53.6,40.7,257.1,1008.8,22.8,16.0,88.2,7.6,4,10.0,2022-12-24T07:18:05,2022-12-24T16:33:24,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8.9,10.3,11.8,6.9,9.6,2.8,60.6,0.028,100,4.17,0.0,0.0,46.4,20.1,38.9,1014.7,73.2,16.0,54.6,4.6,2,10.0,2024-04-01T06:38:38,2024-04-01T19:21:30,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.4,15.4,19.9,12.4,15.4,12.3,82.3,1.94,100,45.83,0.0,0.0,30.6,14.6,137.4,1009.0,82.6,14.1,97.8,8.4,5,10.0,2022-05-19T05:35:25,2022-05-19T20:10:14,0.62,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,11.4,13.3,6.1,10.9,4.8,64.3,0.0,0,0.0,0.0,0.0,27.7,20.1,57.1,1019.9,6.3,15.8,107.2,9.2,6,10.0,2023-11-06T06:32:00,2023-11-06T16:46:49,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.1,10.5,16.6,1.9,9.0,-1.8,44.9,0.0,0,0.0,0.0,0.0,77.8,27.2,279.1,1025.8,18.3,16.0,305.5,26.5,10,10.0,2022-04-20T06:09:43,2022-04-20T19:40:50,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16.7,20.7,24.2,16.7,20.7,9.0,48.9,0.23,100,4.17,0.0,0.0,59.4,18.1,33.4,1021.2,5.8,16.0,302.5,26.4,10,10.0,2022-05-23T05:32:19,2022-05-23T20:13:51,0.76,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.1,4.3,3.8,-0.2,1.5,-7.1,43.7,0.0,0,0.0,0.0,0.0,63.0,30.6,284.4,1019.8,31.7,16.0,75.1,6.5,4,10.0,2021-12-07T07:06:51,2021-12-07T16:28:23,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7.3,9.8,13.3,5.2,8.7,1.7,57.8,0.0,0,0.0,0.0,0.0,29.5,23.7,45.8,1031.5,10.3,15.9,96.0,8.4,4,10.0,2023-12-16T07:13:37,2023-12-16T16:29:39,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.7,9.7,13.9,3.9,9.1,0.0,51.7,0.0,0,0.0,0.0,0.0,70.2,14.6,292.2,1014.3,36.4,15.9,119.4,10.4,5,10.0,2023-03-24T06:53:05,2023-03-24T19:12:16,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.7,11.1,13.9,4.2,10.7,-1.6,41.7,0.0,0,0.0,0.0,0.2,42.7,29.6,267.2,1014.4,11.5,16.0,119.2,10.2,5,10.0,2022-02-12T06:53:45,2022-02-12T17:27:21,0.37,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.7,20.4,25.5,16.7,20.4,12.7,62.8,0.754,100,8.33,0.0,0.0,67.9,33.7,249.3,1012.6,33.7,15.5,261.5,22.6,10,10.0,2024-05-29T05:28:20,2024-05-29T20:19:16,0.72,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7,3.8,4.2,-1.1,1.5,-0.6,73.2,0.035,100,12.5,0.1,0.1,66.6,16.4,191.1,1016.3,66.0,15.9,107.4,9.2,5,10.0,2024-02-22T06:41:00,2024-02-22T17:38:47,0.44,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.2,25.9,30.5,23.2,26.0,16.9,58.5,0.934,100,8.33,0.0,0.0,74.2,15.7,217.5,1014.0,7.1,15.7,266.3,22.9,9,10.0,2022-07-27T05:48:05,2022-07-27T20:16:33,0.96,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,11.3,13.8,6.6,10.5,1.4,52.1,0.23,100,4.17,0.0,0.0,77.8,17.8,68.9,1024.3,68.1,16.0,110.1,9.5,4,10.0,2022-04-25T06:02:36,2022-04-25T19:46:05,0.82,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.8,4.4,6.3,-0.5,2.7,0.8,77.7,0.0,0,0.0,0.0,0.0,55.4,14.5,252.7,1016.1,82.8,15.6,49.8,4.4,3,10.0,2024-02-01T07:06:30,2024-02-01T17:13:12,0.73,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.1,30.0,36.4,26.1,31.2,19.0,53.3,0.0,0,0.0,0.0,0.0,25.9,16.4,207.3,1015.6,0.7,15.8,314.2,26.9,10,60.0,2022-07-23T05:44:29,2022-07-23T20:20:10,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22.8,25.1,29.1,22.8,25.2,16.8,61.5,0.469,100,4.17,0.0,0.0,72.0,21.6,22.3,1016.6,24.7,15.9,323.2,28.0,10,10.0,2022-07-09T05:33:25,2022-07-09T20:28:56,0.36,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.6,19.8,22.8,16.6,19.8,12.0,61.1,0.0,0,0.0,0.0,0.0,60.8,15.9,3.8,1012.9,62.2,15.7,175.6,15.0,8,10.0,2024-06-11T05:24:28,2024-06-11T20:27:31,0.17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.1,19.3,23.6,15.1,19.3,13.7,72.2,0.023,100,4.17,0.0,0.0,22.3,17.3,89.2,1012.0,68.4,15.4,168.4,14.5,8,10.0,2023-04-15T06:17:34,2023-04-15T19:35:21,0.84,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,14.4,22.7,7.9,14.3,5.9,58.9,1.265,100,12.5,0.0,0.0,73.7,12.6,252.4,1016.7,47.0,15.9,229.1,19.7,9,10.0,2022-04-12T06:21:49,2022-04-12T19:32:27,0.37,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.6,23.8,26.1,21.6,23.8,19.7,78.0,0.067,100,4.17,0.0,0.0,40.7,21.5,134.4,1015.9,79.7,15.2,107.4,9.2,5,10.0,2024-08-17T06:08:51,2024-08-17T19:50:29,0.43,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.7,2.0,2.8,-6.4,-2.7,-7.9,49.2,0.0,0,0.0,0.0,0.0,56.2,31.1,258.7,1012.8,26.7,16.0,72.2,6.3,4,10.0,2024-01-14T07:18:37,2024-01-14T16:51:43,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16.6,21.6,26.6,16.6,21.6,11.1,52.6,0.0,0,0.0,0.0,0.0,37.1,13.8,139.6,1011.2,10.3,16.0,303.5,26.2,10,10.0,2022-06-04T05:26:00,2022-06-04T20:23:11,0.17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-8.9,-7.3,-6.9,-17.8,-12.9,-18.5,40.8,0.0,0,0.0,0.0,0.0,53.6,35.3,307.6,1031.0,10.7,15.5,115.1,10.1,5,10.0,2022-01-11T07:19:23,2022-01-11T16:48:59,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
17.9,21.8,28.1,17.9,21.8,14.5,64.5,0.0,0,0.0,0.0,0.0,31.7,14.5,254.3,1016.5,28.2,15.8,159.7,13.7,6,10.0,2023-10-28T07:21:29,2023-10-28T17:57:37,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8.9,14.0,19.9,6.4,13.7,10.3,79.7,2.649,100,8.33,0.0,0.0,45.0,16.3,48.6,1010.1,66.0,13.4,171.8,14.7,6,10.0,2022-03-19T07:00:57,2022-03-19T19:07:12,0.55,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.5,28.1,33.2,23.5,28.4,17.5,53.8,0.23,100,4.17,0.0,0.0,85.1,14.5,248.9,1013.2,3.5,15.9,288.6,25.0,10,10.0,2023-07-12T05:35:22,2023-07-12T20:27:43,0.82,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-6.0,-4.1,-4.2,-12.3,-8.8,-16.7,37.9,0.0,0,0.0,0.0,0.2,40.7,24.1,329.0,1026.9,5.7,16.0,130.5,11.2,6,10.0,2022-01-26T07:11:19,2022-01-26T17:06:23,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.5,4.3,5.0,0.2,2.3,-4.0,54.7,0.0,0,0.0,0.0,0.0,31.3,13.4,301.2,1016.6,87.8,15.8,23.5,1.9,1,10.0,2023-01-10T07:19:42,2023-01-10T16:47:40,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10.9,13.6,16.9,10.9,13.6,6.4,63.1,1.271,100,16.67,0.0,0.0,38.9,13.4,262.8,1014.9,35.7,15.9,74.2,6.4,4,10.0,2023-02-16T06:48:55,2023-02-16T17:31:55,0.88,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,10.1,11.7,5.3,9.0,8.6,90.5,2.085,100,62.5,0.0,0.0,47.1,37.9,39.5,1005.7,100.0,10.9,15.4,1.3,1,10.0,2023-12-28T07:19:23,2023-12-28T16:35:52,0.55,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.9,24.2,28.3,19.9,24.2,14.9,57.2,0.0,0,0.0,0.0,0.0,31.7,13.9,249.1,1024.3,1.4,15.5,236.9,20.4,9,10.0,2024-08-24T06:15:44,2024-08-24T19:40:06,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.8,6.0,9.4,-0.2,5.0,3.5,84.7,4.254,100,33.33,0.0,0.7,27.7,11.6,5.3,1003.1,93.6,9.5,21.9,1.9,2,10.0,2021-12-25T07:18:33,2021-12-25T16:34:09,0.72,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.9,5.2,4.6,0.8,2.4,2.9,85.2,10.958,100,70.83,0.0,0.0,42.5,24.2,63.7,1012.0,100.0,9.0,35.3,2.9,1,10.0,2023-03-13T07:11:13,2023-03-13T19:00:30,0.72,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.3,17.3,24.4,13.3,17.3,6.5,50.3,0.079,100,8.33,0.0,0.0,81.4,21.9,59.7,1018.4,21.2,16.0,264.1,22.8,8,10.0,2023-05-24T05:31:48,2023-05-24T20:14:31,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.9,20.2,25.6,13.9,20.2,6.1,42.5,0.0,0,0.0,0.0,0.0,78.1,27.2,260.1,1007.4,1.1,16.0,282.0,24.4,10,10.0,2023-05-16T05:38:16,2023-05-16T20:07:12,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20.0,24.5,29.3,20.0,24.6,17.3,66.8,0.0,0,0.0,0.0,0.0,65.2,25.6,254.2,1008.1,18.4,15.9,0.0,0.0,0,10.0,2023-08-11T06:02:12,2023-08-11T19:59:44,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
15.0,20.0,26.6,15.0,20.0,10.6,55.8,0.0,0,0.0,0.0,0.0,79.6,14.5,269.3,1023.2,1.1,15.9,164.5,14.3,6,10.0,2023-10-26T07:19:11,2023-10-26T18:00:16,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20.0,23.5,30.2,20.0,23.9,17.4,69.0,0.424,100,8.33,0.0,0.0,72.0,13.1,240.6,1012.2,23.5,15.2,267.9,23.2,10,30.0,2024-06-14T05:24:22,2024-06-14T20:28:49,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.6,15.9,21.3,11.6,15.9,12.2,79.4,0.0,0,0.0,0.0,0.0,27.0,13.7,115.6,1027.3,25.9,13.0,136.0,11.9,6,10.0,2022-11-04T07:29:55,2022-11-04T17:48:46,0.36,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-9.8,-7.5,-8.3,-17.6,-13.6,-18.0,42.7,0.0,0,0.0,0.0,0.0,42.5,21.9,7.0,1033.1,22.6,16.0,112.7,9.6,5,10.0,2022-01-21T07:14:52,2022-01-21T17:00:20,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
11.1,14.6,19.8,11.1,14.6,11.1,80.3,0.605,100,12.5,0.0,0.0,42.5,22.3,60.8,1014.1,71.3,15.2,220.5,19.1,8,10.0,2023-04-22T06:07:11,2023-04-22T19:42:41,0.08,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,13.5,16.1,6.9,13.4,5.4,60.4,0.376,100,16.67,0.0,0.0,57.2,27.8,256.5,992.3,72.4,14.9,204.7,17.8,7,10.0,2023-05-01T05:54:56,2023-05-01T19:52:06,0.37,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.8,22.1,26.6,17.8,22.1,11.0,50.0,0.0,0,0.0,0.0,0.0,59.7,21.7,273.4,1007.7,24.3,16.0,312.0,27.0,10,10.0,2024-06-08T05:24:52,2024-06-08T20:25:58,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-5.7,-2.8,1.5,-10.7,-5.9,-11.2,53.4,0.0,0,0.0,0.0,0.7,64.2,18.9,309.4,1027.0,16.9,16.0,124.3,10.7,5,10.0,2024-01-21T07:15:12,2024-01-21T16:59:46,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22.9,24.1,25.8,22.9,24.1,20.8,82.0,3.409,100,16.67,0.0,0.0,31.7,14.1,92.3,1013.1,87.6,15.0,112.3,9.6,9,60.0,2022-08-22T06:13:14,2022-08-22T19:43:54,0.85,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2,6.0,12.8,-3.4,4.1,-0.6,63.3,0.019,100,4.17,0.0,0.0,83.2,18.2,230.8,1018.0,36.6,16.0,114.9,10.1,6,10.0,2024-02-26T06:35:10,2024-02-26T17:43:27,0.57,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.2,9.8,14.8,4.4,9.0,1.7,59.2,0.0,0,0.0,0.0,0.0,73.8,16.1,303.3,1026.7,11.6,15.9,118.4,10.2,6,10.0,2023-11-11T06:37:56,2023-11-11T16:41:43,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11.1,12.9,14.9,11.1,12.9,8.5,76.3,1.139,100,45.83,0.0,0.0,31.3,20.1,40.6,1009.6,89.6,13.3,12.4,1.1,0,10.0,2023-10-14T07:05:53,2023-10-14T18:17:40,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.2,12.0,19.3,3.9,11.2,-3.7,34.2,0.0,0,0.0,0.0,0.0,68.4,18.6,267.4,1010.1,9.5,16.0,221.9,19.2,8,10.0,2024-03-12T07:11:37,2024-03-12T19:00:14,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8.8,11.0,14.3,6.5,10.4,3.5,60.8,0.0,0,0.0,0.0,0.0,27.8,16.3,255.2,999.7,72.4,15.9,131.2,11.4,4,10.0,2023-05-03T05:52:25,2023-05-03T19:54:10,0.43,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.3,6.1,10.6,-1.5,4.0,1.7,74.6,2.028,100,33.33,0.0,0.2,37.1,23.6,36.4,1005.1,73.2,15.8,47.1,4.1,3,10.0,2023-02-21T06:42:04,2023-02-21T17:37:52,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.2,3.6,6.4,-6.0,0.2,-3.0,63.3,0.52,100,8.33,0.0,0.0,47.0,29.5,323.4,1016.9,52.7,13.9,51.4,4.5,2,10.0,2021-12-19T07:15:46,2021-12-19T16:30:56,0.52,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.9,12.9,19.9,6.0,12.2,4.1,57.7,0.0,0,0.0,0.0,0.0,68.4,17.8,261.2,1023.9,0.7,16.0,122.1,10.5,5,10.0,2023-11-16T06:43:50,2023-11-16T16:37:21,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.6,8.2,12.8,3.1,6.7,-4.0,44.0,0.0,0,0.0,0.0,0.0,58.6,16.7,256.5,1020.0,1.9,16.0,252.5,21.9,9,10.0,2023-03-29T06:44:48,2023-03-29T19:17:32,0.26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.7,18.6,21.7,15.7,18.6,13.3,71.9,0.005,100,4.17,0.0,0.0,46.0,31.2,43.9,1021.2,98.8,15.4,97.1,8.4,3,10.0,2023-06-22T05:25:17,2023-06-22T20:30:52,0.15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,3.0,3.8,-3.9,0.1,-3.9,61.1,0.019,100,4.17,0.0,0.0,72.0,25.1,144.5,1025.7,16.5,16.0,102.0,8.8,5,10.0,2023-02-07T06:59:59,2023-02-07T17:20:55,0.57,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,11.5,14.4,5.6,11.1,6.9,74.0,11.882,100,33.33,0.0,0.0,51.5,26.7,227.4,1020.0,78.3,13.8,7.5,0.7,0,10.0,2022-12-03T07:02:51,2022-12-03T16:28:48,0.34,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.8,8.7,13.9,-0.4,7.1,6.4,86.1,1.563,100,33.33,0.0,0.0,55.4,25.1,42.4,1023.1,66.2,12.9,71.9,6.2,6,10.0,2022-02-22T06:40:17,2022-02-22T17:39:20,0.71,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-6.1,-3.5,-1.3,-10.3,-6.2,-13.9,44.6,0.0,0,0.0,0.0,7.4,13.7,12.1,44.5,1027.0,24.6,16.0,120.1,10.3,6,10.0,2022-01-31T07:06:59,2022-01-31T17:12:32,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19.3,22.5,26.0,19.3,22.5,11.9,52.8,0.0,0,0.0,0.0,0.0,47.7,25.4,31.8,1013.7,1.1,16.0,0.0,0.0,0,10.0,2023-08-31T06:21:50,2023-08-31T19:30:19,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
23.1,26.5,33.5,23.1,27.4,20.8,72.1,1.952,100,8.33,0.0,0.0,52.6,19.9,187.3,1011.9,43.0,15.6,259.5,22.3,9,60.0,2022-08-30T06:21:04,2022-08-30T19:31:31,0.12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,23.0,28.3,20.0,23.1,19.5,81.9,11.125,100,29.17,0.0,0.0,21.2,9.5,58.0,1010.7,80.6,11.6,183.2,15.9,9,30.0,2022-09-12T06:33:44,2022-09-12T19:10:09,0.57,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.3,9.6,13.5,3.2,8.2,-3.4,40.4,0.0,0,0.0,0.0,0.0,51.8,22.5,291.5,1015.5,26.8,16.0,114.8,9.8,5,10.0,2022-11-26T06:55:32,2022-11-26T16:30:59,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.0,1.4,1.3,-5.8,-3.1,-12.1,36.5,0.0,0,0.0,0.0,0.0,50.5,29.4,280.2,1019.9,18.8,16.0,121.3,10.5,5,10.0,2022-11-20T06:48:46,2022-11-20T16:34:16,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4.4,7.2,11.7,0.3,5.7,2.6,75.9,0.0,0,0.0,0.0,0.1,55.1,20.0,354.9,1007.0,60.5,10.7,80.8,7.1,5,10.0,2023-03-02T06:28:44,2023-03-02T17:48:17,0.34,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.4,25.5,30.7,23.4,25.9,19.8,71.9,0.393,100,4.17,0.0,0.0,35.3,22.3,169.5,1018.1,64.7,15.6,201.2,17.3,8,30.0,2022-09-05T06:26:55,2022-09-05T19:21:48,0.33,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.7,8.0,11.4,1.1,6.2,-7.8,32.3,0.0,0,0.0,0.0,0.0,40.7,21.3,238.4,1023.9,10.7,16.0,99.9,8.5,5,10.0,2021-12-13T07:11:48,2021-12-13T16:28:59,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
15.8,17.6,20.8,15.8,17.6,13.8,78.6,17.013,100,20.83,0.0,0.0,33.5,28.9,51.3,1014.1,88.0,14.1,140.7,12.3,7,10.0,2022-06-01T05:27:09,2022-06-01T20:21:06,0.07,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,5.5,7.2,0.1,3.1,-5.9,43.8,0.0,0,0.0,0.0,0.0,50.0,25.9,307.0,1021.9,14.2,16.0,105.3,9.0,5,10.0,2022-12-04T07:03:49,2022-12-04T16:28:39,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11.1,14.2,17.8,11.1,14.2,10.9,80.6,0.046,100,4.17,0.0,0.0,50.0,30.3,47.3,1013.6,74.6,13.5,191.5,16.6,8,10.0,2024-04-30T05:55:15,2024-04-30T19:51:51,0.74,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.7,23.7,27.4,21.7,23.8,18.3,72.8,0.014,100,4.17,0.0,0.0,71.7,32.1,256.1,1004.7,87.0,16.0,207.6,17.8,10,10.0,2023-08-08T05:59:16,2023-08-08T20:03:34,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.2,26.0,34.3,21.2,27.1,19.0,66.8,0.0,0,0.0,0.0,0.0,73.8,23.3,236.8,1008.5,23.4,16.0,245.6,21.3,9,60.0,2022-07-12T05:35:32,2022-07-12T20:27:35,0.46,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.2,22.7,26.1,21.2,22.7,19.8,84.4,0.516,100,16.67,0.0,0.0,88.9,20.1,58.3,1007.9,52.3,14.6,126.2,10.8,5,10.0,2023-06-26T05:26:29,2023-06-26T20:31:19,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.9,25.9,31.0,22.9,25.9,15.8,54.7,0.0,0,0.0,0.0,0.0,59.0,17.9,167.0,1019.6,9.9,16.0,253.2,21.9,9,10.0,2024-07-28T05:49:30,2024-07-28T20:15:06,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16.0,18.9,22.7,16.0,18.9,10.9,60.5,0.0,0,0.0,0.0,0.0,89.0,20.2,34.9,1017.4,1.1,15.9,176.8,15.2,8,10.0,2023-09-15T06:36:27,2023-09-15T19:05:31,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
13.4,16.8,20.7,13.4,16.8,8.5,59.0,0.938,100,4.17,0.0,0.0,60.8,23.4,62.3,1022.9,1.5,15.6,307.6,26.7,9,10.0,2023-05-30T05:28:12,2023-05-30T20:19:26,0.36,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.9,27.1,34.0,23.9,27.9,20.9,70.8,0.46,100,8.33,0.0,0.0,64.8,17.5,168.4,1013.9,4.7,16.0,304.7,26.4,9,30.0,2023-07-06T05:31:21,2023-07-06T20:30:05,0.61,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.9,25.5,30.8,22.9,26.0,20.5,75.8,0.51,100,8.33,0.0,0.0,20.5,16.1,327.4,1010.3,52.3,15.1,0.0,0.0,0,30.0,2023-08-26T06:16:56,2023-08-26T19:38:11,0.35,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.8,17.1,20.6,13.8,17.1,11.5,70.2,0.0,0,0.0,0.0,0.0,59.2,18.1,156.3,1025.1,51.6,16.0,262.4,22.8,9,10.0,2022-05-26T05:30:19,2022-05-26T20:16:25,0.87,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.7,16.3,19.2,12.7,16.3,9.2,63.3,0.0,0,0.0,0.0,0.0,44.3,27.6,42.6,1027.0,75.2,15.7,160.2,14.0,7,10.0,2023-09-27T06:48:17,2023-09-27T18:45:15,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
17.2,20.7,24.4,17.2,20.7,15.6,73.5,0.0,0,0.0,0.0,0.0,68.4,16.2,152.2,1023.3,4.0,15.8,201.0,17.3,7,10.0,2023-10-05T06:56:24,2023-10-05T18:31:58,0.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.9,25.3,29.2,22.9,25.7,22.1,83.1,1.427,100,29.17,0.0,0.0,55.4,18.4,139.2,1009.9,84.8,15.2,134.2,11.7,5,30.0,2023-07-09T05:33:16,2023-07-09T20:29:03,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.7,11.0,17.2,4.2,10.3,-2.3,41.8,0.0,0,0.0,0.0,0.0,60.8,18.0,243.9,1018.1,0.4,16.0,305.8,26.4,9,10.0,2024-04-22T06:06:06,2024-04-22T19:43:30,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.6,7.4,9.2,2.0,5.4,-3.6,45.8,0.0,0,0.0,0.0,0.0,31.7,15.1,230.2,1025.6,18.4,16.0,84.7,7.3,4,10.0,2022-12-29T07:19:41,2022-12-29T16:36:47,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
14.2,16.9,21.6,14.2,16.9,14.6,86.6,0.267,100,12.5,0.0,0.0,27.7,21.7,49.5,1024.7,99.4,13.2,155.3,13.5,9,10.0,2022-05-13T05:40:55,2022-05-13T20:04:30,0.42,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.3,28.8,36.0,25.3,30.8,20.7,61.9,0.0,0,0.0,0.0,0.1,33.5,20.6,231.3,1022.2,21.5,15.8,260.6,22.4,9,30.0,2022-08-06T05:57:33,2022-08-06T20:05:42,0.31,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.7,25.3,31.2,21.7,25.5,17.3,62.2,0.0,0,0.0,0.0,0.0,55.4,14.4,22.3,1013.1,9.5,16.0,0.0,0.0,0,10.0,2023-08-27T06:17:55,2023-08-27T19:36:38,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
