tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,"preciptype_freezingrain,snow,ice",preciptype_rain,"preciptype_rain,freezingrain","preciptype_rain,freezingrain,ice","preciptype_rain,freezingrain,snow","preciptype_rain,freezingrain,snow,ice","preciptype_rain,snow","preciptype_rain,snow,ice",preciptype_snow,preciptype_unknown
21.7,26.7,31.8,21.7,26.9,15.8,51.9,0.23,100,4.17,0.0,0.0,69.3,13.0,248.5,1012.0,2.7,16.0,277.3,23.9,10,10.0,2023-07-11T05:34:39,2023-07-11T20:28:12,0.79,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.7,2.8,6.0,-6.8,-0.4,-7.1,48.7,0.0,0,0.0,0.0,0.0,68.4,25.2,38.4,1021.8,0.1,16.0,149.5,12.9,6,10.0,2024-02-06T07:01:22,2024-02-06T17:19:23,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
23.4,27.0,33.7,23.4,28.5,21.6,73.1,3.662,100,8.33,0.0,0.0,35.3,15.0,210.8,1010.2,46.4,15.9,238.0,20.5,9,60.0,2022-07-28T05:49:00,2022-07-28T20:15:35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.4,20.5,23.2,18.4,20.5,12.4,60.4,0.0,0,0.0,0.0,0.0,37.1,14.4,72.3,1023.7,52.6,16.0,204.3,17.6,8,10.0,2022-09-17T06:38:37,2022-09-17T19:01:43,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
21.1,25.7,30.8,21.1,25.6,15.7,55.9,1.38,100,25.0,0.0,0.0,79.6,22.1,246.0,1021.6,10.9,15.9,326.0,28.1,10,10.0,2022-06-30T05:28:14,2022-06-30T20:31:11,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.6,12.3,15.7,6.3,12.2,4.2,59.9,0.0,0,0.0,0.0,0.0,44.6,10.0,304.8,1008.2,47.0,16.0,71.2,6.1,5,10.0,2023-11-18T06:46:11,2023-11-18T16:35:49,0.19,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,9.9,12.9,4.7,8.3,3.5,65.7,0.44,100,8.33,0.0,0.0,48.8,26.3,265.4,1013.4,67.5,14.5,31.0,2.6,2,10.0,2022-11-25T06:54:26,2022-11-25T16:31:26,0.06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.8,4.7,3.8,-0.9,1.4,2.9,88.3,0.036,100,8.33,0.0,0.0,33.5,23.9,56.1,1013.4,100.0,14.8,40.0,3.3,2,10.0,2023-02-23T06:39:12,2023-02-23T17:40:14,0.11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.8,24.8,30.5,22.8,25.0,20.2,76.5,1.711,100,12.5,0.0,0.0,52.9,16.1,104.9,1019.2,53.5,15.8,248.8,21.3,10,60.0,2022-07-16T05:38:35,2022-07-16T20:25:19,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.9,27.1,35.5,23.9,28.5,21.8,74.1,0.0,0,0.0,0.0,0.0,81.4,14.4,129.4,1016.7,8.7,14.8,291.9,25.1,10,30.0,2024-07-08T05:33:07,2024-07-08T20:29:09,0.09,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.7,24.6,33.1,20.7,25.1,18.3,68.3,0.0,0,0.0,0.0,0.0,64.8,14.5,206.8,1014.4,42.6,15.4,244.8,21.2,10,10.0,2024-07-04T05:30:38,2024-07-04T20:30:26,0.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1,3.9,7.1,-2.9,1.3,-7.1,45.4,0.0,0,0.0,0.0,0.0,49.5,22.0,35.4,1014.4,0.1,16.0,145.5,12.5,6,10.0,2024-02-05T07:02:27,2024-02-05T17:18:09,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
13.4,16.6,20.6,13.4,16.6,12.9,80.0,0.0,0,0.0,0.0,0.0,60.8,16.5,45.5,1010.1,77.3,12.3,193.9,16.8,7,10.0,2023-04-16T06:16:03,2023-04-16T19:36:24,0.87,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.3,5.2,7.2,-0.8,2.8,-0.4,67.7,0.451,100,16.67,0.0,0.0,66.6,17.7,62.3,1015.0,62.4,15.8,79.1,6.7,4,10.0,2023-03-10T06:16:05,2023-03-10T17:57:13,0.61,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.8,10.2,13.0,3.4,9.3,3.1,61.8,0.0,0,0.0,0.0,0.0,53.5,24.2,292.7,1006.0,32.8,16.0,72.0,6.0,4,10.0,2022-11-28T06:57:42,2022-11-28T16:30:10,0.17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2.1,3.9,-4.3,-2.5,-1.4,78.3,8.825,100,37.5,3.0,0.1,53.2,31.4,286.5,1000.7,97.8,10.1,56.7,4.8,3,10.0,2023-03-14T07:09:35,2023-03-14T19:01:35,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
23.3,27.5,36.6,23.3,28.7,20.6,68.3,0.014,100,4.17,0.0,0.0,50.0,23.7,253.6,1007.0,37.4,16.0,171.0,14.8,6,30.0,2024-06-23T05:25:46,2024-06-23T20:31:09,0.56,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.2,1.8,1.5,-4.2,-1.8,-9.4,44.2,0.23,100,4.17,0.0,0.0,87.1,23.3,257.5,1020.2,2.3,16.0,136.5,11.6,6,10.0,2023-02-02T07:05:17,2023-02-02T17:14:44,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4,3.7,5.0,-2.1,1.3,-2.5,64.9,1.069,100,12.5,0.0,0.0,29.5,16.1,25.7,1016.0,84.1,15.2,32.2,2.7,2,10.0,2021-12-08T07:07:44,2021-12-08T16:28:23,0.15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
13.8,17.4,21.8,13.8,17.4,8.7,58.7,0.46,100,8.33,0.0,0.0,73.8,13.0,314.5,1017.8,32.9,16.0,288.2,24.6,10,10.0,2022-05-05T05:49:41,2022-05-05T19:56:27,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.7,18.2,23.7,13.7,18.2,4.3,41.4,0.0,0,0.0,0.0,0.0,77.8,21.9,48.1,1024.6,3.7,16.0,324.2,27.9,10,10.0,2023-05-26T05:30:28,2023-05-26T20:16:13,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.6,8.9,12.8,3.8,8.5,-4.5,39.0,0.0,0,0.0,0.0,0.0,59.0,15.1,272.0,1016.5,0.4,16.0,169.3,14.7,7,10.0,2023-02-14T06:51:32,2023-02-14T17:29:30,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.6,8.4,11.1,3.7,7.5,0.7,61.3,0.0,0,0.0,0.0,0.0,71.1,16.3,1.2,1018.2,85.0,16.0,116.2,10.0,5,10.0,2023-03-28T06:46:27,2023-03-28T19:16:29,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.4,3.9,3.3,-0.9,1.3,-5.2,52.4,0.0,0,0.0,0.0,0.0,35.3,21.0,254.4,1018.2,40.2,16.0,68.8,5.9,3,10.0,2023-01-27T07:10:43,2023-01-27T17:07:19,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-5.0,-2.0,-1.0,-12.2,-6.8,-10.8,51.1,0.0,0,0.0,0.0,0.7,77.8,24.0,257.1,1020.8,58.4,16.0,44.0,3.7,2,10.0,2024-01-18T07:16:52,2024-01-18T16:56:15,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24.5,28.1,35.5,24.5,29.4,20.8,66.2,0.0,0,0.0,0.0,0.0,66.6,16.2,17.5,1014.7,33.2,15.9,237.2,20.7,9,30.0,2024-07-07T05:32:28,2024-07-07T20:29:31,0.06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.3,14.6,18.0,11.3,14.6,9.9,74.0,0.27,100,4.17,0.0,0.0,21.6,18.4,219.7,1017.8,61.8,15.6,104.4,9.2,4,10.0,2022-10-31T07:25:13,2022-10-31T17:53:30,0.22,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.7,24.4,29.0,20.7,24.4,16.8,64.8,0.69,100,12.5,0.0,0.0,74.2,18.3,213.9,1017.7,8.1,8.6,264.3,22.9,8,10.0,2023-06-30T05:28:07,2023-06-30T20:31:13,0.41,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.9,26.8,37.1,23.9,27.9,20.5,69.5,0.16,100,8.33,0.0,0.0,64.8,14.4,253.4,1016.2,33.6,15.2,248.3,21.5,10,30.0,2024-06-22T05:25:29,2024-06-22T20:31:01,0.52,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.7,19.2,22.2,16.7,19.2,12.8,67.0,0.0,0,0.0,0.0,0.0,39.6,27.6,49.4,1024.4,54.6,16.0,203.3,17.5,6,10.0,2023-06-21T05:25:03,2023-06-21T20:30:41,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22.9,25.6,32.4,22.9,26.1,21.3,77.6,0.498,100,12.5,0.0,0.0,64.8,27.6,222.2,1014.3,18.5,15.1,133.7,11.5,6,60.0,2023-07-18T05:40:01,2023-07-18T20:24:11,0.03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.3,18.1,22.9,13.3,18.1,2.2,35.6,0.0,0,0.0,0.0,0.0,77.8,23.4,267.8,1021.9,0.8,16.0,300.1,26.0,9,10.0,2023-05-15T05:39:13,2023-05-15T20:06:14,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22.7,27.3,34.8,22.7,28.2,20.5,69.8,0.0,0,0.0,0.0,0.0,81.4,12.3,286.4,1014.9,0.5,12.5,306.7,26.6,9,30.0,2023-07-05T05:30:45,2023-07-05T20:30:21,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7.8,10.2,12.8,5.8,9.4,-0.6,48.0,0.0,0,0.0,0.0,0.0,72.0,17.9,351.5,1017.8,8.3,15.9,140.6,12.3,6,10.0,2023-11-08T06:34:22,2023-11-08T16:44:41,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.3,4.7,6.1,-1.3,2.7,-2.4,62.1,2.58,100,16.67,0.1,0.0,66.6,21.9,22.8,1018.4,57.7,15.8,50.0,4.1,3,10.0,2023-02-22T06:40:38,2023-02-22T17:39:03,0.08,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.6,3.8,6.1,-3.4,1.2,-4.6,55.5,0.811,100,12.5,0.5,0.4,47.0,23.7,84.4,1013.6,36.9,15.1,166.5,14.3,7,10.0,2023-02-27T06:33:18,2023-02-27T17:44:52,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
22.2,25.6,31.1,22.2,26.2,20.3,73.4,0.014,100,4.17,0.0,0.0,27.7,18.0,232.9,1016.8,49.5,16.0,222.8,19.3,10,60.0,2022-07-17T05:39:24,2022-07-17T20:24:41,0.63,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.6,3.9,3.9,-2.9,0.6,-6.3,48.6,0.0,0,0.0,0.0,0.0,50.8,29.5,256.4,1019.0,27.9,16.0,114.2,9.8,5,10.0,2022-11-18T06:46:27,2022-11-18T16:35:39,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.7,1.0,-0.2,-7.1,-3.9,-7.6,53.6,0.0,0,0.0,0.0,0.0,77.8,26.2,255.7,1019.3,20.7,16.0,112.0,9.6,5,10.0,2023-11-29T06:58:31,2023-11-29T16:29:54,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22.3,27.1,35.5,22.3,28.3,19.4,64.4,0.0,0,0.0,0.0,0.0,51.5,23.4,245.0,1017.0,12.5,15.6,298.1,25.8,9,75.0,2022-07-01T05:28:43,2022-07-01T20:31:04,0.09,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.7,7.9,15.7,-4.8,6.5,-0.5,58.6,7.421,100,25.0,0.0,0.0,56.3,30.7,269.9,1007.4,48.5,16.0,168.0,14.5,7,10.0,2022-02-18T06:45:54,2022-02-18T17:34:36,0.57,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.6,9.7,15.5,3.7,9.1,-6.6,34.4,0.23,100,4.17,0.0,0.0,52.8,16.9,314.3,1016.5,35.1,16.0,312.0,26.9,10,10.0,2022-04-28T05:58:31,2022-04-28T19:49:13,0.92,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.5,15.7,18.9,12.5,15.7,6.8,56.1,0.0,0,0.0,0.0,0.0,40.7,27.7,24.0,1026.8,20.2,16.0,208.6,17.8,8,10.0,2022-09-29T06:50:31,2022-09-29T18:41:29,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22.3,27.0,34.1,22.3,27.8,18.6,61.1,0.0,0,0.0,0.0,0.0,73.8,12.8,271.1,1017.3,21.7,15.9,0.0,0.0,0,10.0,2023-08-21T06:12:02,2023-08-21T19:45:45,0.18,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-7.2,-4.8,-7.9,-14.0,-10.7,-11.7,59.6,0.0,0,0.0,0.0,0.8,53.1,27.6,269.8,1016.1,0.2,15.7,126.8,10.9,5,10.0,2024-01-17T07:17:22,2024-01-17T16:55:06,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10.7,14.8,20.0,10.7,14.8,7.4,62.6,0.0,0,0.0,0.0,0.0,33.4,20.1,75.8,1018.6,34.0,15.8,270.0,23.5,9,10.0,2023-04-21T06:08:37,2023-04-21T19:41:39,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,11.2,14.0,6.2,10.7,-4.1,35.2,0.0,0,0.0,0.0,0.0,48.4,19.8,8.4,1033.2,8.7,16.0,141.0,12.2,6,10.0,2022-11-08T06:34:39,2022-11-08T16:44:26,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.9,7.7,12.8,1.2,6.3,-0.5,56.6,0.0,0,0.0,0.0,0.0,57.2,20.2,210.5,1023.4,62.5,15.9,139.1,12.0,6,10.0,2023-03-31T06:41:30,2023-03-31T19:19:38,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.3,7.0,9.4,0.1,4.9,-1.0,57.3,0.0,0,0.0,0.0,0.0,55.4,20.2,48.2,1031.9,6.8,15.9,106.5,9.3,6,10.0,2023-11-12T06:39:07,2023-11-12T16:40:47,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11.7,15.4,20.3,11.7,15.4,8.9,66.1,0.23,100,4.17,0.0,0.0,60.8,23.6,66.4,1015.9,29.3,15.9,236.3,20.6,9,10.0,2022-04-13T06:20:16,2022-04-13T19:33:30,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,11.8,15.7,7.1,11.2,4.7,62.2,0.0,0,0.0,0.0,0.0,59.0,15.9,252.7,1023.6,1.5,15.9,89.1,7.7,4,10.0,2023-11-04T07:29:38,2023-11-04T17:49:03,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9.3,12.2,15.6,8.8,12.2,2.8,53.3,0.72,100,8.33,0.0,0.0,41.0,25.9,314.2,1020.2,47.7,16.0,192.9,16.6,8,10.0,2022-10-08T06:59:45,2022-10-08T18:26:43,0.46,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.8,10.2,13.7,6.1,9.7,2.2,58.6,0.0,0,0.0,0.0,0.0,51.8,14.8,285.0,1011.3,31.1,16.0,115.7,10.1,5,10.0,2023-11-23T06:51:56,2023-11-23T16:32:36,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
21.0,24.2,27.0,21.0,24.2,13.9,53.4,0.0,0,0.0,0.0,0.0,40.1,23.9,39.9,1018.4,36.8,16.0,0.0,0.0,0,10.0,2023-08-22T06:13:01,2023-08-22T19:44:16,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.8,7.2,9.2,1.0,5.5,-3.4,47.4,0.0,0,0.0,0.0,0.0,40.7,25.9,257.9,1019.4,42.2,16.0,99.5,8.6,5,10.0,2021-12-01T07:01:04,2021-12-01T16:29:10,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
13.2,18.5,20.3,13.2,18.5,15.3,82.2,12.922,100,29.17,0.0,0.0,47.9,25.9,163.4,1011.8,87.0,13.7,49.4,4.2,2,10.0,2022-10-13T07:05:03,2022-10-13T18:18:49,0.62,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.8,14.9,18.3,12.8,14.9,9.6,71.5,0.093,100,12.5,0.0,0.0,73.8,17.8,266.3,1009.7,35.6,15.9,55.2,4.7,2,10.0,2023-11-07T06:33:11,2023-11-07T16:45:44,0.82,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.1,20.9,27.8,16.1,20.9,13.4,64.4,0.23,100,4.17,0.0,0.0,77.8,12.9,245.3,1019.0,0.3,15.6,308.4,26.6,9,10.0,2023-06-01T05:27:16,2023-06-01T20:20:56,0.42,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.6,9.2,11.7,4.2,8.4,-3.0,42.7,0.0,0,0.0,0.0,0.0,69.7,17.9,282.9,1016.4,6.8,16.0,145.8,12.6,5,10.0,2024-04-21T06:07:32,2024-04-21T19:42:27,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12.8,16.8,20.7,12.8,16.8,2.0,39.5,0.0,0,0.0,0.0,0.0,68.0,20.3,0.8,1008.0,10.3,16.0,314.5,27.1,10,10.0,2023-05-17T05:37:22,2023-05-17T20:08:09,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8.4,11.2,14.0,6.9,11.1,8.4,83.2,0.124,100,16.67,0.0,0.0,86.8,17.9,262.5,1014.0,65.5,14.9,59.7,5.1,2,10.0,2023-03-23T06:54:44,2023-03-23T19:11:13,0.06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,4.4,4.2,0.3,2.3,-2.7,61.5,0.129,100,4.17,0.0,0.0,33.5,18.6,289.0,1014.2,49.1,15.3,97.0,8.2,5,10.0,2023-01-09T07:19:55,2023-01-09T16:46:39,0.59,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
23.4,26.5,32.2,23.4,27.1,18.8,63.6,0.699,100,8.33,0.0,0.0,57.2,15.9,243.7,1015.8,10.6,16.0,260.3,22.5,9,75.0,2022-05-22T05:33:03,2022-05-22T20:12:58,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.5,9.8,13.2,6.4,9.3,-1.0,48.7,0.444,100,4.17,0.0,0.0,26.3,18.4,125.2,1017.0,86.1,15.5,111.6,9.7,6,10.0,2022-04-05T06:32:57,2022-04-05T19:25:07,0.14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.1,10.8,16.1,6.8,10.4,0.4,49.5,0.0,0,0.0,0.0,0.0,20.5,10.8,228.9,1024.4,22.1,15.3,95.3,8.4,4,10.0,2022-12-30T07:19:53,2022-12-30T16:37:33,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.2,4.7,12.1,-2.1,2.5,-1.1,67.9,20.68,100,41.67,0.5,0.1,59.2,25.9,101.9,1019.4,62.7,12.7,24.4,2.1,1,10.0,2023-01-25T07:12:17,2023-01-25T17:04:52,0.13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17.1,20.7,26.4,17.1,20.7,7.5,43.1,0.019,100,12.5,0.0,0.0,76.0,12.7,278.2,1005.1,10.8,11.5,237.0,20.5,9,10.0,2023-06-06T05:25:29,2023-06-06T20:24:19,0.59,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,23.1,28.2,18.0,23.1,15.5,63.2,0.0,0,0.0,0.0,0.0,74.2,14.9,224.8,1014.2,3.1,16.0,319.0,27.6,9,10.0,2024-05-22T05:32:41,2024-05-22T20:13:27,0.47,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6,4.4,6.7,-2.8,2.0,-3.4,58.2,0.0,0,0.0,0.0,0.0,37.1,20.2,189.8,1020.9,74.8,15.9,65.9,5.8,3,10.0,2022-03-01T06:29:53,2022-03-01T17:47:25,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20.0,24.3,28.9,20.0,24.3,16.0,63.2,0.391,100,20.83,0.0,0.0,55.4,18.0,278.5,1008.5,57.4,15.9,329.0,28.6,10,10.0,2024-06-27T05:27:10,2024-06-27T20:31:21,0.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.6,28.1,34.1,20.6,28.2,17.3,54.6,0.0,0,0.0,0.0,0.0,59.0,25.4,279.6,1014.5,11.6,15.9,303.0,26.0,10,30.0,2022-05-31T05:27:36,2022-05-31T20:20:22,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
21.1,25.1,28.2,21.1,24.7,9.4,38.8,0.0,0,0.0,0.0,0.0,40.7,20.5,300.6,1013.2,3.5,15.8,264.0,22.7,9,10.0,2022-09-01T06:23:02,2022-09-01T19:28:18,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
13.3,17.4,21.2,13.3,17.4,12.2,72.2,0.031,100,4.17,0.0,0.0,81.5,15.8,240.3,1016.0,41.4,16.0,160.3,13.9,7,10.0,2024-05-14T05:39:27,2024-05-14T20:06:01,0.21,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7,3.9,7.2,-3.2,1.6,-1.6,69.1,0.128,100,12.5,0.0,0.1,66.0,16.6,269.7,1014.4,48.6,15.8,119.9,10.4,6,10.0,2022-02-08T06:58:34,2022-02-08T17:22:27,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,23.7,28.5,20.0,23.7,15.4,61.2,0.0,0,0.0,0.0,0.0,36.0,18.4,230.4,1017.8,18.4,16.0,202.7,17.6,7,10.0,2022-09-18T06:39:36,2022-09-18T19:00:01,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.3,9.7,15.0,2.9,9.1,-1.0,48.0,0.46,100,8.33,0.0,0.0,55.4,11.4,253.9,1018.7,7.7,15.9,280.0,24.3,9,10.0,2022-04-11T06:23:23,2022-04-11T19:31:24,0.34,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.1,18.2,20.2,16.1,18.2,7.4,49.4,0.0,0,0.0,0.0,0.0,40.7,15.7,255.7,1010.8,32.7,16.0,198.5,17.2,8,10.0,2022-09-27T06:48:31,2022-09-27T18:44:50,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.1,8.3,11.1,4.6,7.3,-0.6,54.2,0.0,0,0.0,0.0,0.0,32.6,16.2,255.9,1023.5,36.7,16.0,41.0,3.5,2,10.0,2023-01-29T07:09:02,2023-01-29T17:09:47,0.26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,14.4,16.3,13.0,14.4,8.1,66.4,0.44,100,8.33,0.0,0.0,42.5,22.4,50.2,1024.7,87.4,15.9,34.6,2.9,2,10.0,2022-10-23T07:16:03,2022-10-23T18:04:02,0.94,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.4,12.8,16.6,7.3,12.6,3.2,53.2,0.0,0,0.0,0.0,0.0,35.2,21.9,97.0,1024.5,30.9,16.0,255.7,22.1,9,10.0,2022-04-24T06:04:00,2022-04-24T19:45:02,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.9,6.8,11.1,-0.6,4.7,-4.7,44.3,0.699,100,4.17,0.0,0.0,96.1,20.5,241.4,1023.8,27.5,16.0,106.9,9.3,5,10.0,2023-01-28T07:09:53,2023-01-28T17:08:33,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.9,24.3,30.2,22.9,24.4,21.4,84.5,0.481,100,12.5,0.0,0.0,55.4,10.7,253.5,1012.4,51.4,14.8,147.4,12.5,8,60.0,2023-07-04T05:30:11,2023-07-04T20:30:36,0.54,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.2,15.4,20.6,11.2,15.4,-0.5,35.6,0.23,100,4.17,0.0,0.0,69.2,22.3,231.5,1018.7,12.5,15.9,288.3,24.9,9,10.0,2022-04-15T06:17:12,2022-04-15T19:35:36,0.46,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.7,5.2,7.1,-4.2,3.2,-3.7,56.8,0.0,0,0.0,0.0,0.0,58.1,14.0,306.5,1022.9,46.9,13.7,141.4,12.3,6,10.0,2023-02-24T06:37:45,2023-02-24T17:41:24,0.14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,16.8,20.7,14.0,16.8,15.1,90.3,2.288,100,25.0,0.0,0.0,33.5,12.5,190.2,1018.9,92.4,11.5,126.4,10.9,5,10.0,2022-05-14T05:39:56,2022-05-14T20:05:29,0.45,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.2,5.8,6.2,1.4,3.6,3.8,87.3,5.02,100,25.0,0.0,0.0,27.0,20.5,58.6,1012.3,100.0,8.4,16.2,1.4,1,10.0,2021-12-29T07:19:43,2021-12-29T16:36:57,0.86,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.9,8.9,12.9,-3.0,6.3,3.4,71.0,1.335,100,29.17,0.0,0.0,60.6,39.5,275.9,995.9,83.2,14.0,39.4,3.4,2,10.0,2024-01-13T07:18:57,2024-01-13T16:50:37,0.08,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.3,20.0,23.8,18.3,20.0,16.3,79.4,1.234,100,29.17,0.0,0.0,46.5,18.1,197.5,1014.9,73.1,15.9,142.2,12.3,6,10.0,2022-06-12T05:24:24,2022-06-12T20:27:43,0.44,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
