iter	RMSE
353	0.8559335022
354	0.85323139
355	0.8515046958
356	0.85047591
357	0.8481925479
358	0.8463890567
359	0.8440316066
360	0.8424918928
361	0.8407829168
362	0.838903693
363	0.8363313142
364	0.8361294324
365	0.8342994705
366	0.8331472153
367	0.8311565968
368	0.8306727712
369	0.830422153
370	0.8291518416
371	0.8269653778
372	0.8247789395
373	0.8230797979
374	0.8208448658
375	0.8182876449
376	0.8163581652
377	0.816119941
378	0.813634661
379	0.8120580148
380	0.8100051883
381	0.809716287
382	0.808350199
383	0.8066289653
384	0.8064246432
385	0.8044624337
386	0.8042601647
387	0.8040429876
388	0.8035926048
389	0.8018288776
390	0.8016052994
391	0.7990979836
392	0.7981184803
393	0.7979246064
394	0.7977293681
395	0.7963562997
396	0.7955427029
397	0.7935672293
398	0.7915671698
399	0.7913895111
400	0.7897159335
401	0.7873030607
402	0.7855198523
403	0.7838082611
404	0.7823375093
405	0.7811939701
406	0.7801852901
407	0.7780067212
408	0.7762184133
409	0.7747241148
410	0.7745395955
411	0.7731389207
412	0.7720392293
413	0.7701723617
414	0.7683355839
415	0.7671593753
416	0.7654255169
417	0.7636111395
418	0.7632271111
419	0.7617480465
420	0.7591592849
421	0.7578505224
422	0.756472456
423	0.7562630041
424	0.7547862132
425	0.7539600428
426	0.7521848473
427	0.7502121681
428	0.7489944765
429	0.7477336438
430	0.7458581961
431	0.7446825864
432	0.7431800996
433	0.7420601804
434	0.741907695
435	0.7398123625
436	0.7396785527
437	0.7385353746
438	0.7372936045
439	0.7371495067
440	0.7355590788
441	0.7354417446
442	0.7346862951
443	0.7342398507
444	0.7328743616
445	0.7303817079
446	0.7285692927
447	0.7268581618
448	0.7250928495
449	0.72319326
450	0.7219788962
451	0.7201952506
452	0.7182285089
453	0.716899613
454	0.7153747329
455	0.713664151
456	0.713549122
457	0.7121067273
458	0.7109113195
459	0.7107725349
460	0.7094701519
461	0.7081614249
462	0.7073477447
463	0.7064492964
464	0.7047700513
465	0.7041583441
466	0.7023294076
467	0.7007396318
468	0.6992663071
469	0.6987804216
470	0.6979480755
471	0.6978375146
472	0.696334911
473	0.694982365
474	0.6938645301
475	0.6932864375
476	0.6918265503
477	0.6916440359
478	0.689410644
479	0.6892922168
480	0.689202672
481	0.6877855818
482	0.686597878
483	0.6858018871
484	0.6843033858
485	0.6842143878
486	0.6831876591
487	0.6819321538
488	0.6806407151
489	0.6789592955
490	0.6767821328
491	0.6758369965
492	0.6741298964
493	0.6730121721
494	0.6717632584
495	0.6700812293
496	0.6695738781
497	0.6681641921
498	0.6670089571
499	0.6652837763
500	0.6643396943
501	0.6626777798
502	0.6614771277
503	0.6603773747
504	0.6590911041
505	0.6580379529
506	0.6569066547
507	0.6562417429
508	0.6560941064
509	0.6559539812
510	0.6547707411
511	0.6535148203
512	0.6520366873
513	0.6503854431
514	0.6498331171
515	0.648700514
516	0.64771013
517	0.6475582287
518	0.6465546471
519	0.6464776777
520	0.6455258098
521	0.6445509791
522	0.6436773365
523	0.6421588944
524	0.6408585447
525	0.6395767132
526	0.6375321301
527	0.6366189955
528	0.6351608799
529	0.6350684815
530	0.6344420095
531	0.6330523847
532	0.6328672199
533	0.6313224644
534	0.6295330228
535	0.6288860422
536	0.6287991785
537	0.6275552194
538	0.6262282252
539	0.624756999
540	0.6235850449
541	0.6226088766
542	0.6217005579
543	0.6203880952
544	0.6197896479
545	0.6193508739
546	0.6173104739
547	0.6162038674
548	0.615460816
549	0.6140419081
550	0.6121474248
551	0.6120669322
552	0.6111562912
553	0.6101689839
554	0.608616242
555	0.6080849651
556	0.6063469273
557	0.6059815823
558	0.6046337044
559	0.603146243
560	0.6020273593
561	0.6009667624
562	0.5998897058
563	0.598288829
564	0.5981787825
565	0.5981125353
566	0.5968517104
567	0.5965022058
568	0.5948168547
569	0.5935711389
570	0.5923453734
571	0.5909037092
572	0.589196026
573	0.5891065476
574	0.5884867256
575	0.5873905137
576	0.5873122994
577	0.58689056
578	0.5859234421
579	0.5849383044
580	0.5839065713
581	0.5830562039
582	0.5828752029
583	0.581749749
584	0.5807640894
585	0.5795921728
586	0.5784908004
587	0.5771792278
588	0.575913799
589	0.5753039261
590	0.5747803815
591	0.5737663599
592	0.5736441337
593	0.5725322586
594	0.5712849883
595	0.5702758821
596	0.5694538214
597	0.5682449347
598	0.5681565536
599	0.5672677733
600	0.5658853944
601	0.5639426411
602	0.5638594551
603	0.5628688688
604	0.5625909505
605	0.5615717227
606	0.5603775716
607	0.5602759337
608	0.5588725038
609	0.5587879106
610	0.5578209501
611	0.5565658706
612	0.5556236886
613	0.5549397596
614	0.553669749
615	0.5529887224
616	0.5529160273
617	0.5526989841
618	0.5525769879
619	0.5520599923
620	0.5510796304
621	0.5499515896
622	0.5487788025
623	0.5478590512
624	0.5471414106
625	0.5467996912
626	0.5452521539
627	0.5449781061
628	0.5435267961
629	0.5427706
630	0.5419096753
631	0.5417161029
632	0.5403446864
633	0.5401609154
634	0.5392343372
635	0.5376999315
636	0.5363182984
637	0.5352479727
638	0.5345092091
639	0.5341560743
640	0.5332800135
641	0.5325661167
642	0.5312793663
643	0.5299120848
644	0.5288766048
645	0.527438959
646	0.5263390069
647	0.5254663318
648	0.5247438326
649	0.5237918375
650	0.5228279165
651	0.5219008504
652	0.5208832563
653	0.5198767676
654	0.519360289
655	0.5184269519
656	0.517334846
657	0.5160833645
658	0.5147566768
659	0.5144965156
660	0.513787553
661	0.5129854749
662	0.5124495879
663	0.5112203528
664	0.510546347
665	0.5097587707
666	0.5094373943
667	0.5093688218
668	0.5085301876
669	0.507787096
670	0.5068845351
671	0.506173416
672	0.5049544881
673	0.504116931
674	0.5034419523
675	0.5020845503
676	0.5011595369
677	0.5008386702
678	0.4999814107
679	0.4990646909
680	0.4987498413
681	0.4986710547
682	0.498099204
683	0.4969925893
684	0.4969446021
685	0.4959563394
686	0.4953553889
687	0.4952623574
688	0.4942211476
689	0.493934779
690	0.4932470567
691	0.4925303064
692	0.4917654852
693	0.4910186397
694	0.490859226
695	0.4900658281
696	0.4891315413
697	0.4884972173
698	0.4877726884
699	0.4866983755
700	0.4859083237
701	0.4849726324
702	0.4849109587
703	0.4839328348
704	0.4830411729
705	0.4821170736
706	0.4809552289
707	0.4801985892
708	0.4793521704
709	0.4793036922
710	0.478121213
711	0.4771294533
712	0.4770740489
713	0.4763255274
714	0.4756043103
715	0.4748247697
716	0.4747801403
717	0.4738163166
718	0.4731840097
719	0.4723094751
720	0.472228823
721	0.4716260602
722	0.4705205339
723	0.4701638636
724	0.4694611567
725	0.4684984711
726	0.4684380501
727	0.4678866777
728	0.4673866155
729	0.4664970425
730	0.4655480076
731	0.4649419387
732	0.4639963834
733	0.4633509358
734	0.462686765
735	0.4621199545
736	0.4613262228
737	0.4604044938
738	0.4592972572
739	0.4591649895
740	0.4584092848
741	0.457827713
742	0.4577580868
743	0.4569681014
744	0.4562087399
745	0.4558413387
746	0.4553297059
747	0.4552810061
748	0.4543795041
749	0.4543369701
750	0.4532992442
751	0.4522982123
752	0.4517446053
753	0.4507720888
754	0.4498006802
755	0.4489804713
756	0.4480388477
757	0.4478600286
758	0.4471077877
759	0.4464841948
760	0.4456470117
761	0.4449841754
762	0.4439636172
763	0.4431726505
764	0.4422438861
765	0.4414666419
766	0.4406903374
767	0.4398885035
768	0.4390460571
769	0.4382985841
770	0.4377626601
771	0.4367978711
772	0.4361659842
773	0.4356658725
774	0.4348197333
775	0.4339933688
776	0.433092724
777	0.4322254124
778	0.4321777317
779	0.4316967162
780	0.4313451229
781	0.4302807349
782	0.4300279771
783	0.4294718082
784	0.4284663882
785	0.427721981
786	0.4276732985
787	0.4268326818
788	0.4256595266
789	0.4249776119
790	0.4242233483
791	0.4232910789
792	0.4227615256
793	0.422316607
794	0.4217917393
795	0.4213220496
796	0.4203242334
797	0.4194628413
798	0.4190350301
799	0.4189823537
800	0.4189356431
801	0.4184181387
802	0.4178237997
803	0.4171039366
804	0.4164966179
805	0.416095944
806	0.4156551349
807	0.4156110338
808	0.41461764
809	0.4139787843
810	0.4139401698
811	0.4132384531
812	0.4128152579
813	0.4122514763
814	0.4118194697
815	0.4117681576
816	0.4117334586
817	0.4111686105
818	0.4111192117
819	0.4102010239
820	0.4095602862
821	0.4083659631
822	0.4074643433
823	0.4066169542
824	0.406530884
825	0.4058220605
826	0.4053097407
827	0.405119378
828	0.4044066742
829	0.4043677781
830	0.404121285
831	0.4034028963
832	0.4029245636
833	0.4018546794
834	0.401492412
835	0.4007529288
836	0.3997654513
837	0.3990216824
838	0.3988263037
839	0.3983429825
840	0.3982298021
841	0.3975228704
842	0.3969430785
843	0.3961989016
844	0.3956788283
845	0.3950965885
846	0.394912962
847	0.3942419246
848	0.3931719446
849	0.3925448508
850	0.3921275716
851	0.3914737669
852	0.3910045951
853	0.390603432
854	0.3901034416
855	0.3891790467
856	0.3885307382
857	0.3876789863
858	0.3873916258
859	0.3867978751
860	0.3862857721
861	0.3855639329
862	0.3848130761
863	0.383741733
864	0.3833060095
865	0.3825858478
866	0.3821896136
867	0.3814591036
868	0.3809125907
869	0.3802759177
870	0.379671387
871	0.3787106309
872	0.3778143559
873	0.3770616654
874	0.3763377182
875	0.3755537381
876	0.3754950245
877	0.3749113484
878	0.3743514143
879	0.3736775959
880	0.3727495307
881	0.3724016309
882	0.3723023748
883	0.3716995097
884	0.37121222
885	0.3707678995
886	0.3704169253
887	0.3697914275
888	0.369316529
889	0.3683901911
890	0.3678375764
891	0.3671017332
892	0.3665040831
893	0.366468242
894	0.3658620323
895	0.3650973971
896	0.3649296556
897	0.3644826729
898	0.3639857683
899	0.3636321208
900	0.3629894838
901	0.362558162
902	0.3618118229
903	0.3609640971
904	0.360179169
905	0.3596586401
906	0.3591544262
907	0.3591104716
908	0.3584876099
909	0.3580863807
910	0.3569465323
911	0.3565197512
912	0.3558624856
913	0.355274757
914	0.3548854398
915	0.3541732053
916	0.3535914845
917	0.3527788399
918	0.3524109975
919	0.3519340472
920	0.3513097732
921	0.3506661282
922	0.3502598255
923	0.3498423426
924	0.3498073151
925	0.34909354
926	0.3486167964
927	0.3478876672
928	0.3475083422
929	0.347076644
930	0.346669442
931	0.3461029347
932	0.3456861921
933	0.3453634246
934	0.3449460659
935	0.3442710099
936	0.3437867157
937	0.3432150697
938	0.3428221687
939	0.3422882164
940	0.3416921227
941	0.3410299906
942	0.3409973225
943	0.3402704274
944	0.3399402999
945	0.3395768617
946	0.3390072761
947	0.3389575055
948	0.338286589
949	0.337818961
950	0.3377398623
951	0.3376558632
952	0.337090137
953	0.3364809963
954	0.3358686816
955	0.3351015877
956	0.3344433518
957	0.3338809007
958	0.3334681767
959	0.3329961478
960	0.3326323126
961	0.3322191474
962	0.3316959657
963	0.3310023227
964	0.3309673456
965	0.3306779908
966	0.330164195
967	0.3295113236
968	0.3288683373
969	0.3282302596
970	0.3280482053
971	0.3274680781
972	0.327237562
973	0.3266940282
974	0.3262131877
975	0.3257075428
976	0.3254395391
977	0.3248967876
978	0.3241211571
979	0.3236606188
980	0.3230090914
981	0.3224850703
982	0.3223255233
983	0.3220574757
984	0.3214081253
985	0.3210034186
986	0.3204220331
987	0.3197718451
988	0.319334051
989	0.3188516046
990	0.3184499285
991	0.3178180308
992	0.317709986
993	0.3172025475
994	0.3168039198
995	0.3167592364
996	0.3165070578
997	0.3163303079
998	0.3160926789
999	0.315599143
